category,headline,release_date,story_url,content
Opinion,"The Palliatives Regime: Questions And Suggestions By John Danfulani, Ph.D","2 Days Ago
",/2020/05/14/palliatives-regime-questions-and-suggestions-john-danfulani-phd,"The Ministry of Humanitarian Affairs and Disaster Management is a key player in the Presidential Task Force on COVID-19. The ministry is manning the flank  responsible for implementing palliative policies designed to cushion the apocalyptic consequences the pandemic inflected on economic backbone of poor households in Nigeria.  Incorporating national economic institutions, ministries, and bodies responsible for welfare related matters in COVID-19 management teams has a global pattern. In the US, Capitol appropriated over $2trn to support businesses and people that were thrown out of jobs because of the pandemic. In the Western world, welfare institutions received additional financial backings from their governments and donors. In April of 2020, the MHADM bankrolled its first COVID-19 economic palliative scheme. MHADM claimed that 2.6m vulnerable households got N20,000 in cash or transfers into their bank accounts. The MHADM piqued, they used a data base of the poorest Nigerians from the Social National Register they compiled and released on 30th March 2020. And the SIP data that has been existing since 2016. 
 
 The MHADM commenced another scheme: feeding kids in their homes on Thursday 14th May 2020. Hajiya Sadiya Farooq, Minister of the MHADM announced that the feeding regime will gulp N13bn monthly. A rough  breakdown of the figure shows that they will spend N679m daily. The programme covered 31 states of the federation and the Federal Capital Territory.  The MHADM's palliatives have generated negative reactions from; pressure groups, organised labour, social commentators, opposition juggernauts and their parties, and elected personas. These clusters and individuals raised fundamental questions surrounding the philosophy behind the MHADM's decisions and their executions. The most damning criticism of the first palliative came from Sen. Ali Ndume (APC Borno) a member of the ruling party. He labelled the scheme a monumental fraud, in its entirety. The senator inflicted uppercut punches on the MHADM’s fundamental declations and statistics of the beneficiaries. Distinguished Ndume landed by beseeching President Muhammadu Buhari to immediately pull the brakes on MHADM's intervention projects. More, the social media was saturated with protests and inquiries of evidences of payments and beneficiaries. They refused to be hoodwinked or bamboozled with photos ops of affluent suburban women collecting money in different locations from the minister or her teams. Many asked their followers to search and report a single poor that truly benefitted from the scheme. Nobody got a feedback of a Nigerian that got cash or alert from his bankers. Criticism that accompanied MHADM's  decisions and actions are quintessential and worth pondering on. Poignant questions like :a) are the palliatives necessary vis a vis the challenge on our economic base?; b) are the timings right considering the fact that most of the country was/is on a lockdown?; c) how are their exercises rolling in tandem with NCDC guidelines of social distancing and anti-large gathering? ; and (d how credible and reliable are the data on the poor households in Nigeria? A walk through these posers will leave no soul with a spec of doubt that; the  philosophy was wrongly conceived and catastrophically executed.  The 2019 statistics from UNDP, World Bank and others shows that over 91m Nigerians live in extreme poverty. COVID-19 has undoubtedly expanded  the percentage dramatically. With this, what difference has the controversial N20,000 to 2.6m poor households made? What is the fate of over 100m wretched Nigerians that the palliatives didn’t cover? Above all, was the money a support to their businesses or a gesture to restock food banks of the so-called beneficiaries? Concerns are being raised on the home feeding scheme they started on 14th May 2020. Many states are in total lockdown, thus schools are shutdown. How is the food reaching kids scattered in cities and remotest areas in Nigeria? Who supervised the sanitary and nutritional aspect of the meals being served? How will this be executed without violating basic NCDC principles of social distancing ? When did they recruit food vendors and the distribution teams? Again, a careful look at the single and double barrel questions posed will convince doubting Thomases  that; this programme will be a gargantuan disaster. Aside the unfortunate economic squandermania, lives of kids and parent will be expose to avoidable dangers.  MHADM's palliatives regime is misplaced, misguided, and an unmitigated catastrophe . A fraction of the money should have been invested in educating Nigerians on basic safety measures against the disease. The comatose National Orientation Agency, and some agencies of the federal ministry of information should get financial support  from PTF on Covid-19, and directive to go on mass education of Nigerians. The knowledge they will equip citizens with will enable them avoid habits that will expose them and others to the killer disease. It will excuse us the horror of seeing thousands of people ignorantly attending burials of covid-19 victims without protective kits. Or attending large gatherings in the name of worship and other social activities like naming ceremonies and weddings.  The remaining billions should go into immediate procurement of medical equipment and setting up of COVID-19 centres in all federal medical centres and some teaching hospitals. Experts postulated that N250m can set up a standard  medical facility with ventilators and other essentials desirable in ICUs. Break the billions misapplied in projects in focus, and see the number of standard medical centres we will have in Nigeria.  It is time we wise up and get going on the path of development and growth. This and multiple misplaced, misguided, and selfish decisions are factors responsible for making a country with a gargantuan reserve of human capital and natural resources a basket case. And the headquarters of negativities and sorrows in the world.  We were projected to be one of the success stories of the 20th century. Poor decisions by rulers and leaders rocked the boat. The same leaders are starting our 21st century journey on quicksand.   Sequel to reasons advanced herein, I urge the President to stop most activities of the palliative department of the PTF on COVID-19. They are wasting our scarce resources and widening the gap of distrust between government and the governed. And de-marketing believe in the dictum that democratic governments are sensitive and better managers of economies and nations. "
Opinion,Sonala Strikes Sixty-Five By Uzor Maxim Uzoatu,"2 Days Ago
",/2020/05/15/sonala-strikes-sixty-five-uzor-maxim-uzoatu,"Friday, May 15, in this Corona-tainted year of 2020 marks the 65th birthday of the inimitable journalist’s journalist Sonala Olumhense. I doubt that I would ever have become a journalist if not for my eventful meeting with the man called SO, or to put it in a more hip and contemporary vein, EssOh! It was at Rutam House in Lagos that I appeared in the dying months of 1985 to gun for a place as a journalist in The Guardian, and then met the man. My only recommendation was that I had published some articles on the esteemed OP-ED pages of The Guardian which Sonala edited. The then newly-employed Krees Imodibie, who was later murdered by Charles Taylor in Liberia, led me to the office of the Editorial Page Editor, Sonala Olumhense. 
 
 When I got introduced to Sonala, whom I was meeting for the very first time, he queried me like an accused person thus: “So you are the one?” In a mumbled rush I told him I had come to look for a job. He just waved for me to sit on the settee to his right and threw the bunch of the newspapers of the day on my lap. Sonala’s entire office table was stacked up with articles asking to be published on the OP-ED pages – some typed and many written in longhand. People came and left the office at will, calling him “Ess Oh” whilst he assessed the articles and I was engrossed with reading the newspapers. Whenever he read a particularly pathetic article, he would scream and toss the piece to me for my perusal. He was so free with me, treating me as though he had known me all his life. I kept wondering if he still remembered that I had come to look for a job. It was well into the evening that he suddenly stood up and said to me: “Let’s go.” I followed him to the office of the then Guardian editor, Lade Bonuola, the renowned Ladbone, who explained that the management had ended all recruitment such that no spaces were left for wannabes like me. Then Sonala took me upstairs to the about-to-be-established African Guardian magazine. He had a brief chat with the proposed magazine’s editor, Ted Iwere, who said he needed to set a test for me to know if I was up to par for the job. Sonala looked at me and at Ted, and then smiled as though somewhat assured they were wasting their time by putting me to a test! “When you are through with their test I’m downstairs waiting,” Sonala said and left. Ted Iwere asked me if I knew anything about the Commonwealth Heads of Government Meeting then holding in Nassau, Bahamas. I told him an instant “Yes” because news of the meeting was on the front pages of all the newspapers I had been reading downstairs in Sonala’s office. “Do a report of the meeting,” Ted said, adding that I should go to the library downstairs to do the writing. He graciously gave me off-cut paper and pen, and went back into his office. I could not understand it all. How do you ask someone to do an examination inside a library, and without an invigilator? Especially as Sonala in my suspicion had already surreptitiously made me to read up the material in question in his office? This simply amounted to “expo” in popular parlance. I decided there and then to write the assignment under “newsroom temperature” by refusing the advantage of going to the library given to me by Ted Iwere. I made noises while writing in the African Guardian newsroom to show that I had not gone to any library to cheat by spying through the newspapers. I submitted the assignment in under an hour and left. When I came back the next day Sonala made no mention of the test, or the result, which left me confused. I ran up to the African Guardian section, and nobody was forthcoming with the result of my test. I settled inside the newsroom, waiting for the worst, until the Editor-in-Chief, Andy Akporugo, strolled in and stared fixedly at me, saying: “Don’t think you are too hot; I will simply chuck you out!” Now this was beyond my understanding: I had not even been employed yet the boss was already talking of sending me packing. I was still in a daze when the magazine’s artists, Femi Jolaosho (now Jolaolu) and Jide Fatogun, told me that the test I did the day before had already been pasted up for publication in the maiden edition of the magazine. Thanks to Sonala, my first test as a journalist ended up being published in the first edition of the African Guardian where I had great company in the assembled eminent staff, notably Pini Jason, Ashikiwe Adione-Egom the Motor-Park Economist, Greg Obong-Oshotse, Okey Ndibe, Emmanuel Aguariavwedo, Seun Sonoiki, Kingsley Osadolor, Fred Ohwahwa, Joni Akpederi, Ada Momah, Ngozi Ojidoh, George Ola-Davies, Ola Alakija, Stanley Amah, Jossey Ogbuanoh etc When Nduka Obaigbena started out with his magazine THISWEEK, with Sonala as the founding Editor, there was no need for me to write a test before being signed up as a pioneer staff. Sonala wanted me on board, and when I met the publisher Nduka Obaigbena he was talking of negotiating my salary only for me to just ask him: “When are we getting started?” “You are a believer,” Nduka said and signed me on the spot. It was a happy time in which Sonala always put me up in a hotel with lofty supply of booze on the nights I had to write cover stories. I got a promotion from Sonala and his great friend Tunji Lardner, my head of department, when I wrote a story on one worse-than-useless superman called Super Dee, even as I had originally been sent out to the National Stadium to write big sports stories on worthy stars. Incidentally one of the sports stories I wrote entitled “The Match That Broke The Myth” was included in the Intensive English textbook for WASC students. When Nduka Obaigbena came up with dreams like “Nigeria in the next 100 years”, Sonala replied that he was more interested in “THISWEEK in the next one week than Nigeria in the next 100 years”! After leaving THISWEEK, Sonala blazed the trail of publishing a for-Lagos-only city newspaper called City Tempo in which I was equally a pioneer staff. But for paucity of support funds we would have shaken awake the world of publishing with inflammably exclusive stories like asking celebrities such as Fela, Sunny Ade, Christy Essien-Igbokwe etc the pointed question: “Where do you like to do?” Sonala is the author of the critically-acclaimed novel No Second Chancepublished by Longmans and translated into Russian and other languages. Sonala eventually moved to the United States where he still reigns as Nigeria’s ultimate syndicated columnist, Sonala Olumhense Syndicated (SOS)! In one of his recent visits to Nigeria, Sonala and I stayed in an Ikeja hotel to work on Ogbuefi Tony Nnachetta’s coffee table book on the Super Eagles of Nigeria entitled “Class of 94.” Let’s raise the roof with the toast of 65 cheers to the indomitable guru hailed famously as EssOh!"
Elections,'50 Political Parties' Queue Up Behind Ganduje After Controversial Kano Governorship Election,"1 Year Ago
",/2019/03/27/50-political-parties-queue-behind-ganduje-after-controversial-kano-governorship-election,"About 50 political parties have lent their support to the reelection of Abdullahi Ganduje, Governor of Kano State, in the just-concluded governorship election. This was contained in a media statement signed by Abba Anwar, Chief Press Secretary to the Governor, and made available to the media on Wednesday. The parties also dismissed a call by some parties for the cancellation of the result, stating that it was a “misconstrued approach and a mere defeatist standpoint by some elements that are not even regarded as serious politicians”. According to the statement, the parties “expressed disgust that none of their parties that were included in the list of parties calling for the cancellation of Kano gubernatorial election result was contacted before putting them on the list”. Among the parties that pitched tent with Ganduje are AAP, UPC, ADC, NAC, NEPP, NUP, RPN, AD, SDP, ACD, NRM, and APM. Gaya, who spoke on behalf of other parties, said the elections were free, fair and credible, “with some insignificant and unavoidable hiccups that are natural for any election”. “It was even reported by Deputy Inspector of Police Anthony Michael in one of his live interviews with Channels TV when the election was on, that it was peaceful and there was no reported case of thuggery,"" he said. ""He added that even accredited election observers such as Ibrahim Baba (mni) testified to that. As such we are therefore supporting the outcome of the election at whatever length. Ours is to now continue giving our helping hand for him to succeed again in developing the state."" Ganduje won the Kano State governorship election, polling 1,033,695 votes against 1,024,713 votes secured by Abba Yusuf of the Peoples Democratic party (PDP), meaning he won with aslim  margin of 8,982 votes.  However, the election was marred by incidents of violence and voter intimidation and disenfranchisement, underage voting and ballot box snatching"
Elections,LIVE: Adamawa State Supplementary Governorship Election,"1 Year Ago
",/2019/03/28/live-adamawa-state-supplementary-governorship-election,"
 
"
Opinion,COVID-19 And Snake Oil Salesmanship In Nigeria By Leo Igwe,"2 Days Ago
",/2020/05/15/covid-19-and-snake-oil-salesmanship-nigeria-leo-igwe,"As the world grapples with the coronavirus pandemic, and the search for a vaccine continues, many people are gullible and are easily swayed by peddlers of cures or solutions.There is so much fear and uncertainty in the communities. People are hoping for some miracle or magical remedy. However, charlatans are having a field day in places such as Nigeria. They are marketing all sorts of concoction and treatment even as scientists are still trying to understand the nature of the virus. Quacks are mining people's desperation and vulnerability. Snake oil salesmanship is pervasive. Incidentally at the forefront of the health care fraudulent schemes are pastors and churches, and other marketers of spiritual solutions. Recently, a pentecostal pastor, Apostle Suleman, claimed that he could heal COVID19 patients. He appealed to the government to allow him  into the isolation centers so that he could exercise his faith healing powers. Apostle Suleman has been challenged to demonstrate his faith healing abilities. He has been asked to heal a COVID19 patient and get five thousand dollars. However, this pastor has yet to accept the challenge to heal  a patient under agreed medical and scientific conditions. 
 
 Meanwhile another pentecostal pastor has come out with a spiritual solution to the pandemic. This pastor goes by a Facebook name, Goodheart Val Aloysius, also known as My Father My Father. Aloysius is marketing an anti COVID19 oil which he claims would provide people with spiritual immunity against the virus. Aloysius, who is also the owner of the Father's House International Church in Calabar, Cross River State, is a  . On his Facebook, Pastor Aloysius declares: "" .  A hundred US dollars is about forty thousand naira. 
 
 Faith healing claims are forms of medical quackery. They undermine evidence based efforts and guidelines for the management of the coronavirus and other health problems. In the case of the coronavirus pandemic, faith healing propositions confuse and misinform the people, and get them to conduct themselves as if there are cures and solutions when none exists. As in the case of My Father My Father, these faith remedies are not free. They cost money. In fact these spiritual goods are devices that these charlatans use to extort money from desperate individuals. NCDC should take all necessary measures to check the proliferation of faith healing schemes and help bring these snake oil salesmen to book."
Elections,INEC Refuses To Issue Certificates Of Return To Delta APC Lawmakers-Elect,"1 Year Ago
",/2019/03/27/inec-refuses-issue-certificates-return-delta-apc-lawmakers-elect,"Three elected members of the Delta State House of Assembly who contested and won on the platform of the All Progressives Congress (APC), in the just concluded March 9, 2019 elections have not been issued certificates of return. At the issuance of certificates ceremony on Wednesday in the state, the Independent National Electoral Commission (INEC) refused to issue them the certificates based on the recent court judgement that sacked the Great Ogboru/Ovie Omo-Agege faction of the state executive of APC led by Jones Erue, from which the three lawmakers-elect emerged. The lawmakers-elect are Anidi Emosivwe (Ethiope East constituency), Oniyere Whomrouho (Ughelli North I constituency) and Egbo Jaro (Ughelli North II constituency), While presenting the certificates of return to Governor Ifeanyi Okowa; his deputy, Kingsley Otuaro, and other House of Assembly members-elect who contested on the platform of the Peoples Democratic Party (PDP), at the INEC office in Asaba, Mohammed Lecky, the INEC National Commissioner, said their certificates were denied as a result of “pending legal issues”. Also denied certificate of return was Ochor Christopher Ochor, a PDP House of Assembly member-elect from Ukwuani constituency. Our correspondent subsequently gathered that Ochor’s case was a mistake of identity, and he had been told to come over to the INEC headquarters in Abuja to receive his certificate of return on a later date."
Breaking News,BREAKING: APC Agents Absent At Adamawa Supplementary Election Polling Units,"1 Year Ago
",/2019/03/28/breaking-apc-agents-absent-adamawa-supplementary-election-polling-units,"Agents of the All Progressives Congress (APC) in Adamawa State may have boycotted the ongoing supplementary governorship election in Adamawa State organised by the Independent National Electoral Commission (INEC), This follows the absence of APC agents at all the polling units visited. However, the supplementary poll has been hitch-free so far. Ahmed Lawan, the APC state Organising Secretary, had issued a threat to boycott the elections on Wednesday, saying the party had rejected Thursday as the day for the supplementary election. He was, however, countered in the evening by Mohammed Abdullahi, the Publicity Secretary, who confirmed that ""APC would take part in the governorship supplementary election"". However, no APC agent was sighted in most of the polling units visited in Yola South, Numan, Lamurde and Girei Local Government Areas (LGAs) by our correspondent. At PU 008 Mustapha Primary School, Bako Ward, Yola South, an APC agent showed up, but quickly left the place, after receiving a phone call. Meanwhile, there is voter apathy everywhere."
Breaking News,BREAKING: PDP Leading APC By A Mile As Adamawa Supplementary Election Winds Down,"1 Year Ago
",/2019/03/28/breaking-pdp-leading-apc-mile-adamawa-supplementary-election-winds-down,"Ahmed Umar Fintiri, candidate of the Peoples Democratic Party (PDP), is in a comfortable lead over incumbent Governor Jibrilla Bindow of the All Progressives Congress (APC) in the ongoing Adamawa State supplementary governorship election, according to results seen so far by SaharaReporters. Before the March 9 election was declared inconclusive, Fintiri had polled 367,471 votes while Bindow had 334,995, meaning he was leading by a margin of 32,476 votes — quite healthy considering that ballots cancelled for various infractions amounted to just 40,988. It also meant Fintiri needs to lose by a margin of roughly less than 8,00 votes to emerge winner of the election. Thursday's rerun is holding in 44 polling units in 28 registration areas of the state. After results from 16 of the 44 polling units, Fintiri has further extended his lead by close to 3,000 votes, polling 3,271 against Bindow's 719. As of the time of filing in this report, voting had ended in all polling units and  ."
Breaking News,BREAKING: APC Appeals Against Adeleke's Victory At Osun Election Tribunal,"1 Year Ago
",/2019/03/28/breaking-apc-appeals-against-adelekes-victory-osun-election-tribunal,"The All Progressives Congress (APC) and Gboyega Oyetola, the party’s governorship candidate in Osun State, have appealed the judgment of the Osun Election Petition Tribunal nullifying their victory at the polls. In a judgment given on March 22, 2019, two of the three-member panel had given a majority ruling in favour of Ademola Adeleke, governorship candidate of the Peoples Democratic Party (PDP). The tribunal had declared Adeleke the winner of the election and also ordered the Independent National Electoral Commission (INEC) to issue him a certificate of return. The APC has filed a suit at the Court of Appeal in Abuja asking for a reversal of the judgment of the tribunal. Led by Wole Olanipekun (SAN), the APC’s team of lawyers have filed a notice on 39 grounds, faulting the judgment of Justice Peter Obiora and Justice Anyinla Gbolagunte, noting that there was no evidence to support the position. APC and Oyetola are asking the court to set aside the judgment and dismiss the petition dated October 16, 2018, filed by PDP and Adeleke."
Breaking News,BREAKING: INEC To Conduct Adamawa Supplementary Governorship Election On Thursday,"1 Year Ago
",/2019/03/26/breaking-inec-conduct-adamawa-supplementary-governorship-election-thursday,"The Independent National Electoral Commission (INEC) has fixed Thursday March 28 for the supplementary governorship election in Adamawa State. INEC made the decision after it   from the Adamawa State High Court sitting in Yola, which vacated the order restraining the conduct of the election. In vacating the order, Justice Abdulaziz Waziri had said: ""Election is a constitutional matter; this court would not be used to breach the process.” Before the March 9 election was  , Ahmed Umar Fintiri, candidate of the Peoples Democratic Party (PDP), had polled 367,471 votes, while the incumbent governor, Jibrilla Bindow of the All Progressives Congress (APC), had 334,995 votes. It meant Fintiri was leading with a margin 32,476; however, ballots cancelled for various infractions amounted to 40,988, leaving INEC with no option but to schedule a reun in the affected 44 polling units in 28 registration areas."
Opinion,Gombe COVID-19 Situation: A Show Of Shame And Ineptitude Of Governance By Salisu Abdullahi,"1 Day Ago
",/2020/05/16/gombe-covid-19-situation-show-shame-and-ineptitude-governance-salisu-abdullahi,"The outbreak of the COVID-19 in Gombe State has further exposed the ineptitude and lack of willpower on the part of the government. While many states like Kebbi, Lagos, Delta and Borno stand out with the quality of their preparedness with well-equipped isolation centres and testing facilities, such cannot be said of the management of this situation in Gombe, a state that prides itself with decent men and women of local and international reputations. Little wonder the governor had publicly threatened that he may resign his position because he is overwhelmed.  Before the pandemic, the state governor, Inuwa Yahaya, struggles everyday to convince the people of the progress he is making but each attempts portrays him and his cabinet as having failed woefully by all developmental indexes. The good works of the past administration is also being rubbished by the lack of vision and blueprint for the state, little wonder stakeholders concluded that Governor Inuwa Yahaya wasn’t ready for governance. The unfortunate incident where the COVID-19 patients simultaneously protested at the two designated isolation centres is highly condemnable. Despite the donations received by the task force and the funds spent by the government, yet the patients are still complaining over the poor quality of food they are eating and lack of medical equipment and drugs to cater for the patients. This raises more questions than answers. The health workers are also complaining about their unpaid allowances yet the state government claimed to have paid these frontline workers who are sacrificing their health and safety to ensure the recovery of the victims of the pandemic. The controversy over the transfer of 42 patients from Gombe to Adamawa State and the outright rebuttal of the story by Governor Fintiri depicts another shoddy way the whole issue is being handled. The report of human rights violation by the members of the vigilante group imposing the curfew in the state is another ugly and detestable happening. Everything worth doing, is worth doing well. Let the Gombe Government take its fight against COVID-19 with utmost seriousness it deserves. The more you play politics with it or take it as a money making venture, the more it exposes you. The COVID-19 patients kept at the Gombe isolation centre in the Prof Idris Muhammed Infections and Diseases Hospital, Kwadon in Yamaltu Deba Local Government Area, staged a demonstration lamenting their poor condition there. The protesters blocked the main road in front of the centre leading to the town. 
 
 One of the patients, who craved anonymity said they were protesting over the poor condition in which they were kept by the state tasks force on COVID-19. She said, “A lady among us has been critically sick with a cancer related illness and her leg has been swollen but she was not taken care of by the officials. She was brought to the centre alongside her sister and she demands to go home for proper treatment of her leg. “Since I was brought here, I don’t eat their poorly cooked food and I was neither given a capsule nor consulted by any health official, I wonder why they’ve decided to keep us here for their selfish gains.” Despite the defense of the state Commissioner for Health, Dr Ahmed Gana, the people expressed disappointment in the manner at which the state has handled the COVID crisis. The incompetence of the administration was further accentuated when Ismaila Misilli, a Senior Special Assistant (Media and Publicity) to Gombe State governor, made futile and blatant attempts to defend the governor. He claimed that even before Gombe State recorded its first COVID-19 case, Governor Yahaya had swung into action, mandating the establishment of several COVID-19 isolation centres complete with hundreds of bed spaces, sanitary facilities like running water, hand sanitizers, personal protective equipment for the health workers, ventilators, oxygen concentrators as well as a conducive working environment for the health workers to ensure that they were not infected by the index case and contact cases they were likely to treat. These claims were indeed lies. All states who took the crisis seriously showcased their different centres and these can be verified with just a search on social media and Google. Only a conscienceless individual can lay claim to what never existed like Ismaila did. In the long run, the index case in Gombe state has shown that the state has nothing to offer rather than mudslinging and propaganda and attacking all those who dare to challenge their actions and inactions. President Muhammadu Buhari and the Presidential Task Force should beam its searchlight on the failures of the state in cushioning the effects of the pandemic on the people. Proper accountability should be conducted for all the donations made by Gombe indigenes, corporate organisations and many others who had contributed fortunes to this course. May Almighty Allah help Gombe people to survive the remaining months of an administration that is bereft of ideas."
